,tube_assembly_id,component_id_1,quantity_1,component_id_2,quantity_2,component_id_3,quantity_3,component_id_4,quantity_4,component_id_5,quantity_5,component_id_6,quantity_6,component_id_7,quantity_7,component_id_8,quantity_8,no_of_components,total_component_weight
18378,TA-18379,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18379,TA-18380,C-0534,2,,0,,0,,0,,0,,0,,0,,0,2,0.434
18380,TA-18381,C-1620,2,C-1627,2,,0,,0,,0,,0,,0,,0,4,0.042
18381,TA-18382,C-1621,1,C-1628,1,C-1638,1,,0,,0,,0,,0,,0,3,0.061
18382,TA-18383,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18383,TA-18384,C-1624,1,C-1640,1,C-1654,1,,0,,0,,0,,0,,0,3,0.168
18384,TA-18385,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
18385,TA-18386,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
18386,TA-18387,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
18387,TA-18388,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
18388,TA-18389,C-1621,1,C-1628,1,C-1638,1,,0,,0,,0,,0,,0,3,0.061
18389,TA-18390,C-1632,1,C-1649,1,C-1760,1,,0,,0,,0,,0,,0,3,0.377
18390,TA-18391,C-0941,1,C-0971,1,,0,,0,,0,,0,,0,,0,2,1.355
18391,TA-18392,C-1354,1,,0,,0,,0,,0,,0,,0,,0,1,0.2
18392,TA-18393,C-0242,1,C-1297,1,,0,,0,,0,,0,,0,,0,2,1.634
18393,TA-18394,C-1427,1,C-0893,1,,0,,0,,0,,0,,0,,0,2,0.896
18394,TA-18395,C-1649,2,,0,,0,,0,,0,,0,,0,,0,2,0.44
18395,TA-18396,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18396,TA-18397,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18397,TA-18398,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18398,TA-18399,C-1642,2,,0,,0,,0,,0,,0,,0,,0,2,0.45
18399,TA-18400,C-1621,1,C-1628,1,C-1645,1,,0,,0,,0,,0,,0,3,0.041
18400,TA-18401,C-1621,1,C-1628,1,C-1645,1,,0,,0,,0,,0,,0,3,0.041
18401,TA-18402,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18402,TA-18403,C-1642,2,,0,,0,,0,,0,,0,,0,,0,2,0.45
18403,TA-18404,C-1642,2,,0,,0,,0,,0,,0,,0,,0,2,0.45
18404,TA-18405,C-0179,1,C-0973,1,,0,,0,,0,,0,,0,,0,2,0.199
18405,TA-18406,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
18406,TA-18407,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
18407,TA-18408,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
18408,TA-18409,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
18409,TA-18410,C-1620,2,C-1627,2,,0,,0,,0,,0,,0,,0,4,0.042
18410,TA-18411,C-1620,2,C-1627,2,,0,,0,,0,,0,,0,,0,4,0.042
18411,TA-18412,C-1620,2,C-1627,2,,0,,0,,0,,0,,0,,0,4,0.042
18412,TA-18413,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18413,TA-18414,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18414,TA-18415,C-1620,2,C-1627,2,,0,,0,,0,,0,,0,,0,4,0.042
18415,TA-18416,C-1620,2,C-1627,2,,0,,0,,0,,0,,0,,0,4,0.042
18416,TA-18417,C-1620,2,C-1627,2,,0,,0,,0,,0,,0,,0,4,0.042
18417,TA-18418,C-1620,2,C-1627,2,,0,,0,,0,,0,,0,,0,4,0.042
18418,TA-18419,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18419,TA-18420,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
18420,TA-18421,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
18421,TA-18422,C-1345,1,C-1502,1,C-1970,1,,0,,0,,0,,0,,0,3,0.782
18422,TA-18423,C-1622,1,C-1629,1,,0,,0,,0,,0,,0,,0,2,0.048
18423,TA-18424,C-1637,1,,0,,0,,0,,0,,0,,0,,0,1,0.03
18424,TA-18425,C-1637,1,,0,,0,,0,,0,,0,,0,,0,1,0.03
18425,TA-18426,C-1218,2,C-0214,1,C-0215,1,,0,,0,,0,,0,,0,4,0.392
18426,TA-18427,C-1218,2,C-0209,1,C-0214,1,C-0215,1,C-0348,1,,0,,0,,0,6,0.459
18427,TA-18428,C-1218,2,C-0214,1,C-0215,1,,0,,0,,0,,0,,0,4,0.392
18428,TA-18429,C-1218,2,C-0209,1,C-0214,1,C-0215,1,C-0348,1,,0,,0,,0,6,0.459
18429,TA-18430,C-1642,1,C-1907,1,,0,,0,,0,,0,,0,,0,2,0.615
18430,TA-18431,C-1641,1,C-1910,1,,0,,0,,0,,0,,0,,0,2,0.446
18431,TA-18432,C-1639,1,C-0389,1,,0,,0,,0,,0,,0,,0,2,0.2
18432,TA-18433,C-1640,1,C-1758,1,,0,,0,,0,,0,,0,,0,2,0.272
18433,TA-18434,C-1641,1,C-1910,1,,0,,0,,0,,0,,0,,0,2,0.446
18434,TA-18435,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18435,TA-18436,C-1638,1,C-1761,1,,0,,0,,0,,0,,0,,0,2,0.118
18436,TA-18437,C-1622,1,C-1629,1,,0,,0,,0,,0,,0,,0,2,0.048
18437,TA-18438,C-1622,1,C-1629,1,,0,,0,,0,,0,,0,,0,2,0.048
18438,TA-18439,C-1622,1,C-1629,1,,0,,0,,0,,0,,0,,0,2,0.048
18439,TA-18440,C-1622,1,C-1629,1,,0,,0,,0,,0,,0,,0,2,0.048
18440,TA-18441,C-1649,2,,0,,0,,0,,0,,0,,0,,0,2,0.44
18441,TA-18442,C-1649,2,,0,,0,,0,,0,,0,,0,,0,2,0.44
18442,TA-18443,C-1622,1,C-1624,1,C-1629,1,C-1655,1,,0,,0,,0,,0,4,0.108
18443,TA-18444,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18444,TA-18445,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18445,TA-18446,C-1622,1,C-1624,1,C-1629,1,C-1655,1,,0,,0,,0,,0,4,0.108
18446,TA-18447,C-1624,1,C-1631,1,C-2005,1,,0,,0,,0,,0,,0,3,0.387
18447,TA-18448,C-1624,1,C-1631,1,C-2005,1,,0,,0,,0,,0,,0,3,0.387
18448,TA-18449,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
18449,TA-18450,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
18450,TA-18451,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18451,TA-18452,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18452,TA-18453,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18453,TA-18454,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18454,TA-18455,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18455,TA-18456,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18456,TA-18457,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18457,TA-18458,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18458,TA-18459,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18459,TA-18460,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18460,TA-18461,C-0412,1,C-1299,1,,0,,0,,0,,0,,0,,0,2,0.028
18461,TA-18462,C-1621,1,C-1628,1,C-1761,1,,0,,0,,0,,0,,0,3,0.099
18462,TA-18463,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
18463,TA-18464,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
18464,TA-18465,C-1619,1,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,4,0.099
18465,TA-18466,C-1619,1,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,4,0.099
18466,TA-18467,C-1619,1,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,4,0.099
18467,TA-18468,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18468,TA-18469,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18469,TA-18470,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18470,TA-18471,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18471,TA-18472,C-1233,1,,0,,0,,0,,0,,0,,0,,0,1,0.058
18472,TA-18473,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18473,TA-18474,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18474,TA-18475,C-1623,1,C-1630,1,C-1647,1,,0,,0,,0,,0,,0,3,0.112
18475,TA-18476,C-1623,1,C-1624,1,C-1630,1,C-1654,1,,0,,0,,0,,0,4,0.126
18476,TA-18477,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
18477,TA-18478,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
18478,TA-18479,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
18479,TA-18480,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
18480,TA-18481,C-1622,1,C-1625,1,C-1629,1,C-1653,1,,0,,0,,0,,0,4,0.207
18481,TA-18482,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
18482,TA-18483,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
18483,TA-18484,C-1340,1,,0,,0,,0,,0,,0,,0,,0,1,0.146
18484,TA-18485,C-1848,2,C-0001,2,,0,,0,,0,,0,,0,,0,4,0.192
18485,TA-18486,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
18486,TA-18487,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
18487,TA-18488,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
18488,TA-18489,C-1758,1,C-1911,1,,0,,0,,0,,0,,0,,0,2,0.442
18489,TA-18490,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,,0,3,0.387
18490,TA-18491,C-0009,1,,0,,0,,0,,0,,0,,0,,0,1,0.033
18491,TA-18492,C-0485,1,,0,,0,,0,,0,,0,,0,,0,1,0.32
18492,TA-18493,C-1624,1,C-1631,1,,0,,0,,0,,0,,0,,0,2,0.061
18493,TA-18494,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18494,TA-18495,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18495,TA-18496,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18496,TA-18497,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18497,TA-18498,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18498,TA-18499,C-0474,1,,0,,0,,0,,0,,0,,0,,0,1,0.054
18499,TA-18500,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18500,TA-18501,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18501,TA-18502,C-1626,1,C-0583,1,,0,,0,,0,,0,,0,,0,2,0.255
18502,TA-18503,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
18503,TA-18504,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18504,TA-18505,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18505,TA-18506,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18506,TA-18507,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18507,TA-18508,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
18508,TA-18509,C-0938,2,,0,,0,,0,,0,,0,,0,,0,2,0.702
18509,TA-18510,C-0949,2,,0,,0,,0,,0,,0,,0,,0,2,0.352
18510,TA-18511,C-0101,1,C-0102,1,C-0414,1,,0,,0,,0,,0,,0,3,0.077
18511,TA-18512,C-0101,1,C-0102,1,C-0414,1,,0,,0,,0,,0,,0,3,0.077
18512,TA-18513,C-0414,1,C-0415,1,,0,,0,,0,,0,,0,,0,2,0.09
18513,TA-18514,C-0414,1,C-0415,1,,0,,0,,0,,0,,0,,0,2,0.09
18514,TA-18515,C-0415,2,,0,,0,,0,,0,,0,,0,,0,2,0.1
18515,TA-18516,C-0415,2,,0,,0,,0,,0,,0,,0,,0,2,0.1
18516,TA-18517,C-0101,1,C-0102,1,C-0415,1,,0,,0,,0,,0,,0,3,0.087
18517,TA-18518,C-0101,1,C-0102,1,C-0415,1,,0,,0,,0,,0,,0,3,0.087
18518,TA-18519,C-0949,2,,0,,0,,0,,0,,0,,0,,0,2,0.352
18519,TA-18520,C-0949,2,,0,,0,,0,,0,,0,,0,,0,2,0.352
18520,TA-18521,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18521,TA-18522,C-1622,1,C-1624,1,C-1629,1,C-1655,1,,0,,0,,0,,0,4,0.108
18522,TA-18523,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18523,TA-18524,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18524,TA-18525,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18525,TA-18526,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18526,TA-18527,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18527,TA-18528,C-1621,1,C-1628,1,C-1645,1,,0,,0,,0,,0,,0,3,0.041
18528,TA-18529,C-1302,1,,0,,0,,0,,0,,0,,0,,0,1,0.376
18529,TA-18530,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,,0,3,0.387
18530,TA-18531,C-1623,1,C-1630,2,C-0348,1,,0,,0,,0,,0,,0,4,0.125
18531,TA-18532,C-1622,1,C-1660,1,,0,,0,,0,,0,,0,,0,2,0.048
18532,TA-18533,C-1624,1,C-1656,1,,0,,0,,0,,0,,0,,0,2,0.058
18533,TA-18534,C-1624,1,C-1631,1,,0,,0,,0,,0,,0,,0,2,0.061
18534,TA-18535,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,,0,3,0.387
18535,TA-18536,C-1187,1,C-1260,1,C-1300,1,,0,,0,,0,,0,,0,3,2.769
18536,TA-18537,C-0486,1,C-1300,1,C-1303,1,,0,,0,,0,,0,,0,3,3.611
18537,TA-18538,C-1301,1,C-1303,1,,0,,0,,0,,0,,0,,0,2,3.574
18538,TA-18539,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18539,TA-18540,C-1187,1,,0,,0,,0,,0,,0,,0,,0,1,0.955
18540,TA-18541,C-1300,1,C-1304,1,,0,,0,,0,,0,,0,,0,2,4.05
18541,TA-18542,C-1187,1,,0,,0,,0,,0,,0,,0,,0,1,0.955
18542,TA-18543,C-1623,1,C-1630,1,C-1640,1,,0,,0,,0,,0,,0,3,0.166
18543,TA-18544,C-1646,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18544,TA-18545,C-1646,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18545,TA-18546,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18546,TA-18547,C-1623,1,C-1624,1,C-1630,1,C-1654,1,,0,,0,,0,,0,4,0.126
18547,TA-18548,C-1623,1,C-1624,1,C-1630,1,C-1654,1,,0,,0,,0,,0,4,0.126
18548,TA-18549,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
18549,TA-18550,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
18550,TA-18551,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
18551,TA-18552,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
18552,TA-18553,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
18553,TA-18554,C-1412,1,C-0071,1,C-0268,1,,0,,0,,0,,0,,0,3,4.317
18554,TA-18555,C-0474,1,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,4,0.264
18555,TA-18556,C-1243,1,C-1244,1,,0,,0,,0,,0,,0,,0,2,0.024
18556,TA-18557,C-1209,1,C-1621,1,C-1628,1,,0,,0,,0,,0,,0,3,0.117
18557,TA-18558,C-1209,1,C-1621,1,C-1628,1,,0,,0,,0,,0,,0,3,0.117
18558,TA-18559,C-1645,1,C-0596,1,,0,,0,,0,,0,,0,,0,2,0.075
18559,TA-18560,C-0448,1,C-0449,1,,0,,0,,0,,0,,0,,0,2,0.038
18560,TA-18561,C-1624,1,C-1631,1,C-1641,1,,0,,0,,0,,0,,0,3,0.21
18561,TA-18562,C-1641,2,,0,,0,,0,,0,,0,,0,,0,2,0.298
18562,TA-18563,C-0448,1,C-0449,1,,0,,0,,0,,0,,0,,0,2,0.038
18563,TA-18564,C-0534,2,,0,,0,,0,,0,,0,,0,,0,2,0.434
18564,TA-18565,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18565,TA-18566,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
18566,TA-18567,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
18567,TA-18568,C-1626,1,C-1633,1,C-1643,1,,0,,0,,0,,0,,0,3,0.254
18568,TA-18569,C-1639,1,C-1646,1,,0,,0,,0,,0,,0,,0,2,0.09
18569,TA-18570,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18570,TA-18571,C-1639,2,,0,,0,,0,,0,,0,,0,,0,2,0.1
18571,TA-18572,C-1622,1,C-1629,1,C-1646,1,,0,,0,,0,,0,,0,3,0.088
18572,TA-18573,C-1622,1,C-1629,1,C-1646,1,,0,,0,,0,,0,,0,3,0.088
18573,TA-18574,C-1622,1,C-1629,1,C-1646,1,,0,,0,,0,,0,,0,3,0.088
18574,TA-18575,C-1622,1,C-1629,1,C-1646,1,,0,,0,,0,,0,,0,3,0.088
18575,TA-18576,C-1623,1,C-1630,1,C-1647,1,,0,,0,,0,,0,,0,3,0.112
18576,TA-18577,C-1960,1,,0,,0,,0,,0,,0,,0,,0,1,0.227
18577,TA-18578,C-1963,1,C-2000,1,C-0071,2,C-0808,1,,0,,0,,0,,0,5,3.89
18578,TA-18579,C-1963,1,C-2000,1,C-0071,2,,0,,0,,0,,0,,0,4,2.345
18579,TA-18580,C-0993,1,,0,,0,,0,,0,,0,,0,,0,1,0.499
18580,TA-18581,C-0224,1,,0,,0,,0,,0,,0,,0,,0,1,0.28
18581,TA-18582,C-1866,1,C-1867,1,C-1902,1,,0,,0,,0,,0,,0,3,0.442
18582,TA-18583,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
18583,TA-18584,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
18584,TA-18585,C-1312,2,,0,,0,,0,,0,,0,,0,,0,2,0.018
18585,TA-18586,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18586,TA-18587,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18587,TA-18588,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18588,TA-18589,C-1622,1,C-1623,1,C-1629,1,C-1658,1,,0,,0,,0,,0,4,0.113
18589,TA-18590,C-2019,2,C-0071,1,C-0869,1,,0,,0,,0,,0,,0,4,4.072
18590,TA-18591,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
18591,TA-18592,C-1037,2,,0,,0,,0,,0,,0,,0,,0,2,0.086
18592,TA-18593,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
18593,TA-18594,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,,0,3,0.387
18594,TA-18595,C-1621,1,C-1628,1,C-1645,1,,0,,0,,0,,0,,0,3,0.041
18595,TA-18596,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18596,TA-18597,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18597,TA-18598,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
18598,TA-18599,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
18599,TA-18600,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
18600,TA-18601,C-1623,1,C-1630,1,C-1640,1,,0,,0,,0,,0,,0,3,0.166
18601,TA-18602,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18602,TA-18603,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
18603,TA-18604,C-1622,1,C-1629,1,C-1639,1,,0,,0,,0,,0,,0,3,0.098
18604,TA-18605,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18605,TA-18606,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18606,TA-18607,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18607,TA-18608,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18608,TA-18609,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
18609,TA-18610,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18610,TA-18611,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18611,TA-18612,C-1242,1,,0,,0,,0,,0,,0,,0,,0,1,0.233
18612,TA-18613,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
18613,TA-18614,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18614,TA-18615,C-0354,1,,0,,0,,0,,0,,0,,0,,0,1,0.136
18615,TA-18616,C-1625,1,C-1632,1,C-1649,1,,0,,0,,0,,0,,0,3,0.382
18616,TA-18617,C-1641,2,,0,,0,,0,,0,,0,,0,,0,2,0.298
18617,TA-18618,C-1625,1,C-1632,1,C-1649,1,,0,,0,,0,,0,,0,3,0.382
18618,TA-18619,C-1638,2,,0,,0,,0,,0,,0,,0,,0,2,0.08
18619,TA-18620,C-1625,1,C-1642,1,C-0052,1,,0,,0,,0,,0,,0,3,0.395
18620,TA-18621,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,,0,3,0.387
18621,TA-18622,C-0824,1,C-1214,1,C-1216,1,C-1475,1,C-0377,1,C-0923,1,C-1019,1,,0,7,0.253
18622,TA-18623,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
18623,TA-18624,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
18624,TA-18625,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
18625,TA-18626,C-1637,2,,0,,0,,0,,0,,0,,0,,0,2,0.06
18626,TA-18627,C-1637,2,,0,,0,,0,,0,,0,,0,,0,2,0.06
18627,TA-18628,C-1620,2,C-1627,2,,0,,0,,0,,0,,0,,0,4,0.042
18628,TA-18629,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,,0,3,0.387
18629,TA-18630,C-1623,2,C-1630,2,,0,,0,,0,,0,,0,,0,4,0.124
18630,TA-18631,C-0678,1,,0,,0,,0,,0,,0,,0,,0,1,0.112
18631,TA-18632,C-1644,2,,0,,0,,0,,0,,0,,0,,0,2,0.32
18632,TA-18633,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18633,TA-18634,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18634,TA-18635,C-1621,1,C-1628,1,C-1638,1,,0,,0,,0,,0,,0,3,0.061
18635,TA-18636,C-1622,2,C-1629,2,,0,,0,,0,,0,,0,,0,4,0.096
18636,TA-18637,C-1642,2,,0,,0,,0,,0,,0,,0,,0,2,0.45
18637,TA-18638,C-1622,1,C-1623,1,C-1629,1,C-1658,1,,0,,0,,0,,0,4,0.113
18638,TA-18639,C-1623,1,C-1630,1,C-0217,1,,0,,0,,0,,0,,0,3,0.116
18639,TA-18640,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
18640,TA-18641,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18641,TA-18642,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18642,TA-18643,C-0448,2,C-0449,2,,0,,0,,0,,0,,0,,0,4,0.076
18643,TA-18644,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
18644,TA-18645,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
18645,TA-18646,C-1625,1,C-1632,1,C-1664,1,,0,,0,,0,,0,,0,3,1.208
18646,TA-18647,C-1625,1,C-1632,1,C-2001,1,,0,,0,,0,,0,,0,3,1.017
18647,TA-18648,C-1620,2,C-1627,2,,0,,0,,0,,0,,0,,0,4,0.042
18648,TA-18649,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
18649,TA-18650,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
18650,TA-18651,C-1625,1,C-1632,1,C-2001,1,,0,,0,,0,,0,,0,3,1.017
18651,TA-18652,C-1624,2,C-1631,2,,0,,0,,0,,0,,0,,0,4,0.122
18652,TA-18653,C-1713,1,,0,,0,,0,,0,,0,,0,,0,1,0.26
18653,TA-18654,C-1620,2,C-1627,2,,0,,0,,0,,0,,0,,0,4,0.042
18654,TA-18655,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
18655,TA-18656,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
18656,TA-18657,C-1625,2,C-1632,2,,0,,0,,0,,0,,0,,0,4,0.324
18657,TA-18658,C-1624,1,C-1631,1,C-2005,1,,0,,0,,0,,0,,0,3,0.387
18658,TA-18659,C-1536,1,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,4,0.439
18659,TA-18660,C-1536,1,C-1625,1,C-1632,1,C-1642,1,,0,,0,,0,,0,4,0.439
18660,TA-18661,C-1625,1,C-1632,1,C-1649,1,,0,,0,,0,,0,,0,3,0.382
18661,TA-18662,C-1625,1,C-1632,1,C-1649,1,,0,,0,,0,,0,,0,3,0.382
18662,TA-18663,C-1621,1,C-1622,1,C-1628,1,C-1660,1,,0,,0,,0,,0,4,0.069
18663,TA-18664,C-1621,1,C-1622,1,C-1628,1,C-1660,1,,0,,0,,0,,0,4,0.069
18664,TA-18665,C-1476,1,C-1481,1,,0,,0,,0,,0,,0,,0,2,0.09
18665,TA-18666,C-1243,2,C-1244,2,,0,,0,,0,,0,,0,,0,4,0.048
18666,TA-18667,C-1624,1,C-1631,1,C-2005,1,,0,,0,,0,,0,,0,3,0.387
18667,TA-18668,C-1624,1,C-1631,1,C-2005,1,,0,,0,,0,,0,,0,3,0.387
18668,TA-18669,C-1624,1,C-1631,1,,0,,0,,0,,0,,0,,0,2,0.061
18669,TA-18670,C-1624,1,C-1631,1,,0,,0,,0,,0,,0,,0,2,0.061
18670,TA-18671,,0,,0,,0,,0,,0,,0,,0,,0,0,0
18671,TA-18672,C-1313,2,,0,,0,,0,,0,,0,,0,,0,2,0.02
18672,TA-18673,C-1621,2,C-1628,2,,0,,0,,0,,0,,0,,0,4,0.042
